time,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,total load actual,price day ahead,price actual,temp_Barcelona,temp_min_Barcelona,temp_max_Barcelona,pressure_Barcelona,humidity_Barcelona,wind_speed_Barcelona,wind_deg_Barcelona,rain_1h_Barcelona,rain_3h_Barcelona,snow_3h_Barcelona,clouds_all_Barcelona,temp_Bilbao,temp_min_Bilbao,temp_max_Bilbao,pressure_Bilbao,humidity_Bilbao,wind_speed_Bilbao,wind_deg_Bilbao,rain_1h_Bilbao,rain_3h_Bilbao,snow_3h_Bilbao,clouds_all_Bilbao,temp_Madrid,temp_min_Madrid,temp_max_Madrid,pressure_Madrid,humidity_Madrid,wind_speed_Madrid,wind_deg_Madrid,rain_1h_Madrid,rain_3h_Madrid,snow_3h_Madrid,clouds_all_Madrid,temp_Seville,temp_min_Seville,temp_max_Seville,pressure_Seville,humidity_Seville,wind_speed_Seville,wind_deg_Seville,rain_1h_Seville,rain_3h_Seville,snow_3h_Seville,clouds_all_Seville,temp_Valencia,temp_min_Valencia,temp_max_Valencia,pressure_Valencia,humidity_Valencia,wind_speed_Valencia,wind_deg_Valencia,rain_1h_Valencia,rain_3h_Valencia,snow_3h_Valencia,clouds_all_Valencia
2015-01-01 13:00:00+00:00,423,260,3779,4256,166,941,1028,1027,7097,40,76,3973,210,2945,24672,47.35,62.06,283.8043125,283.8043125,283.8043125,1035,57,3,275,0,0,0,0,284.3293438,284.3293438,284.3293438,1036,48,1,194,0,0,0,0,282.5376563,282.5376563,282.5376563,1036,47,1,15,0,0,0,0,286.034,286.034,286.034,1039,60,4,53,0,0,0,0,285.0506563,285.0506563,285.0506563,1015,52,1,248,0,0,0,0
2015-01-01 14:00:00+00:00,421,183,3708,4038,160,1069,1023,1151,7096,40,76,3818,210,2709,23528,43.61,59.76,284.3166875,284.3166875,284.3166875,1035,58,4,263,0,0,0,0,284.5916875,284.5916875,284.5916875,1035,49,0,184,0,0,0,0,283.3083125,283.3083125,283.3083125,1035,45,1,24,0,0,0,0,286.994,286.994,286.994,1036,53,3,52,0,0,0,0,285.2773438,285.2773438,285.2773438,1025,50,1,242,0,0,0,0
2015-01-01 15:00:00+00:00,422,256,3813,4191,163,970,1032,1156,7095,41,75,3088,211,2552,23118,44.91,61.18,283.7205,283.7205,283.7205,1035,62,4,267,0,0,0,0,280.1705,280.1705,280.1705,1036,65,1,194,0,0,0,4,277.958,277.958,277.958,1036,68,1,108,0,0,0,0,283.5615,283.5615,283.5615,1038,70,3,47,0,0,0,0,281.024,281.024,281.024,1021,67,1,230,0,0,0,0
2015-01-01 16:00:00+00:00,426,322,3967,4707,165,798,1036,1626,7095,41,75,1467,208,2699,23606,48.1,64.74,284.6023125,284.6023125,284.6023125,1035,62,5,250,0,0,0,0,281.994,281.994,281.994,1035,62,0,177,0,0,0,2,280.769,280.769,280.769,1035,58,1,92,0,0,0,0,285.9856563,285.9856563,285.9856563,1033,54,3,47,0,0,0,0,282.744,282.744,282.744,1035,58,1,226,0,0,0,0
2015-01-01 17:00:00+00:00,427,282,4756,4756,164,1,1094,3203,7096,42,74,404,209,2764,26447,58.02,74.26,284.3756563,284.3756563,284.3756563,1035,65,5,248,0,0,0,0,279.134,279.134,279.134,1035,73,0,180,0,0,0,5,277.459,277.459,277.459,1036,72,1,150,0,0,0,0,284.0173438,284.0173438,284.0173438,1034,63,3,44,0,0,0,0,279.984,279.984,279.984,1035,68,1,216,0,0,0,0
2015-01-01 18:00:00+00:00,442,303,4410,4918,147,1,1153,5333,7096,42,76,139,208,2913,28020,61.01,74.24,284.1762188,284.1762188,284.1762188,1036,83,4,260,0,0,0,0,279.235,279.235,279.235,1036,72,1,198,0,0,0,16,274.9511875,274.9511875,274.9511875,999,55,1,156,0,0,0,0,282.0961875,282.0961875,282.0961875,1039,68,3,51,0,0,0,0,277.8761875,277.8761875,277.8761875,1017,69,1,235,0,0,0,0
2015-01-01 19:00:00+00:00,445,318,4324,5025,154,0,1214,6183,7096,43,74,100,210,3118,29014,62.69,75.64,283.945,283.945,283.945,1036,84,5,256,0,0,0,0,275.388,275.388,275.388,1036,87,1,196,0,0,0,16,271.5075,271.5075,271.5075,1005,75,1,224,0,0,0,0,280.12,280.12,280.12,1038,78,2,45,0,0,0,0,275.0075,275.0075,275.0075,1021,81,1,220,0,0,0,0
2015-01-01 20:00:00+00:00,443,325,4684,5043,154,0,1220,6231,7096,43,74,75,212,3373,29571,60.41,73.92,283.741,283.741,283.741,1038,100,4,266,0,0,0,0,274.502,274.502,274.502,1036,90,1,209,0,0,0,24,268.866,268.866,268.866,974,63,1,239,0,0,0,0,278.191,278.191,278.191,1042,84,2,51,0,0,0,0,272.791,272.791,272.791,1006,84,1,235,0,0,0,0
2015-01-01 21:00:00+00:00,440,322,4870,4990,154,0,1178,5359,7098,43,74,74,210,3508,29031,58.15,70.53,283.741,283.741,283.741,1038,100,4,266,0,0,0,0,274.839,274.839,274.839,1036,88,1,201,0,0,0,4,268.866,268.866,268.866,974,63,1,239,0,0,0,0,278.191,278.191,278.191,1042,84,2,51,0,0,0,0,272.791,272.791,272.791,1006,84,1,235,0,0,0,0
2015-01-01 22:00:00+00:00,438,320,4685,4942,160,0,1095,3511,7098,43,74,56,209,3527,26798,53.6,64.13,282.779,282.779,282.779,1038,100,2,296,0,0,0,0,273.5453125,273.5453125,273.5453125,1036,92,1,221,0,0,0,21,267.129,267.129,267.129,975,64,1,254,0,0,0,0,276.529,276.529,276.529,1043,83,2,33,0,0,0,0,271.229,271.229,271.229,1006,82,1,265,0,0,0,0
2015-01-01 23:00:00+00:00,368,0,3189,1291,193,1290,1268,3871,7106,45,62,54,169,13232,27070,10,64.02,282.779,282.779,282.779,1038,100,2,296,0,0,0,0,273.4746563,273.4746563,273.4746563,1036,92,2,220,0,0,0,10,267.129,267.129,267.129,975,64,1,254,0,0,0,0,276.529,276.529,276.529,1043,83,2,33,0,0,0,0,271.229,271.229,271.229,1006,82,1,265,0,0,0,0
2015-01-02 00:00:00+00:00,368,0,2902,1190,192,1996,1263,2996,7106,45,61,54,167,12760,24935,7,58.46,282.779,282.779,282.779,1038,100,2,296,0,0,0,0,272.5025,272.5025,272.5025,1036,93,1,254,0,0,0,16,267.129,267.129,267.129,975,64,1,254,0,0,0,0,276.529,276.529,276.529,1043,83,2,33,0,0,0,0,271.229,271.229,271.229,1006,82,1,265,0,0,0,0
2015-01-02 01:00:00+00:00,358,0,2772,1023,189,2698,1246,2581,7107,44,60,54,167,12174,23214,5,54.7,281.864,281.864,281.864,1037,100,2,338,0,0,0,0,272.7323438,272.7323438,272.7323438,1036,93,1,242,0,0,0,0,266.389,266.389,266.389,974,64,1,314,0,0,0,0,276.314,276.314,276.314,1043,85,3,44,0,0,0,0,270.664,270.664,270.664,1005,82,1,275,0,0,0,0
2015-01-02 02:00:00+00:00,353,0,2936,1016,188,3269,1248,2933,7107,44,59,53,181,11358,22540,4,54.91,281.864,281.864,281.864,1037,100,2,338,0,0,0,0,272.0606563,272.0606563,272.0606563,1036,93,1,264,0,0,0,0,266.389,266.389,266.389,974,64,1,314,0,0,0,0,276.314,276.314,276.314,1043,85,3,44,0,0,0,0,270.664,270.664,270.664,1005,82,1,275,0,0,0,0
2015-01-02 03:00:00+00:00,354,0,2893,1103,189,3267,1233,2646,7106,44,61,53,181,11199,22096,4,53.07,281.864,281.864,281.864,1037,100,2,338,0,0,0,0,272.093,272.093,272.093,1037,94,1,236,0,0,0,10,266.389,266.389,266.389,974,64,1,314,0,0,0,0,276.314,276.314,276.314,1043,85,3,44,0,0,0,0,270.664,270.664,270.664,1005,82,1,275,0,0,0,0
2015-01-02 04:00:00+00:00,354,0,2889,1120,190,3258,1225,2529,7105,44,59,63,171,11152,22066,4.8,54.23,281.452,281.452,281.452,1038,100,1,338,0,0,0,0,271.1866875,271.1866875,271.1866875,1037,94,1,275,0,0,0,6,265.902,265.902,265.902,975,62,1,13,0,0,0,0,275.827,275.827,275.827,1043,88,3,55,0,0,0,0,270.277,270.277,270.277,1006,78,1,284,0,0,0,0
2015-01-02 05:00:00+00:00,357,0,2898,1167,189,3256,1241,2658,7105,44,60,55,185,11169,22275,5,58.22,281.452,281.452,281.452,1038,100,1,338,0,0,0,0,270.9843438,270.9843438,270.9843438,1037,95,1,264,0,0,0,13,265.902,265.902,265.902,975,62,1,13,0,0,0,0,275.827,275.827,275.827,1043,88,3,55,0,0,0,0,270.277,270.277,270.277,1006,78,1,284,0,0,0,0
2015-01-02 06:00:00+00:00,357,0,2938,1067,194,2987,1247,2706,7105,44,60,54,186,11205,23025,7.04,67.55,281.452,281.452,281.452,1038,100,1,338,0,0,0,0,272.387,272.387,272.387,1037,93,1,257,0,0,0,12,265.902,265.902,265.902,975,62,1,13,0,0,0,0,275.827,275.827,275.827,1043,88,3,55,0,0,0,0,270.277,270.277,270.277,1006,78,1,284,0,0,0,0
2015-01-02 07:00:00+00:00,359,0,2869,1098,196,2447,1274,3090,7105,44,59,116,183,10920,23699,7.04,70.33,282.505,282.505,282.505,1039,100,1,311,0,0,0,0,271.6496563,271.6496563,271.6496563,1037,95,1,245,0,0,0,21,268.83,268.83,268.83,976,67,1,5,0,0,0,0,277.705,277.705,277.705,1045,85,3,56,0,0,0,0,274.43,274.43,274.43,1007,70,2,289,0,0,0,0
2015-01-02 08:00:00+00:00,357,0,3090,1293,193,1907,1297,3579,7107,44,59,1039,188,10491,25834,7.88,71.26,282.505,282.505,282.505,1039,100,1,311,0,0,0,0,272.5173438,272.5173438,272.5173438,1038,94,1,236,0,0,0,22,268.83,268.83,268.83,976,67,1,5,0,0,0,0,277.705,277.705,277.705,1045,85,3,56,0,0,0,0,274.43,274.43,274.43,1007,70,2,289,0,0,0,0
2015-01-02 09:00:00+00:00,377,0,2844,1339,200,938,1319,4289,7107,45,60,2373,185,10156,27927,10.71,75.86,282.505,282.505,282.505,1039,100,1,311,0,0,0,0,277.76,277.76,277.76,1038,72,1,245,0,0,0,20,268.83,268.83,268.83,976,67,1,5,0,0,0,0,277.705,277.705,277.705,1045,85,3,56,0,0,0,0,274.43,274.43,274.43,1007,70,2,289,0,0,0,0
2015-01-02 10:00:00+00:00,376,0,2699,1335,199,747,1333,4332,7106,44,59,3699,181,10421,29072,10,73.65,284.97,284.97,284.97,1039,100,2,275,0,0,0,0,277.1693438,277.1693438,277.1693438,1038,78,1,231,0,0,0,22,268.83,268.83,268.83,976,67,1,5,0,0,0,0,285.845,285.845,285.845,1045,79,3,53,0,0,0,0,285.595,285.595,285.595,1007,52,1,265,0,0,0,0
2015-01-02 11:00:00+00:00,376,0,2606,1336,197,864,1324,3619,7104,44,60,4154,177,11230,29071,7.04,74.19,285.379,285.379,285.379,1037,74,2,272,0,0,0,0,280.9536875,280.9536875,280.9536875,1038,64,1,234,0,0,0,21,276.084,276.084,276.084,1007,57,1,180,0,0,0,0,285.845,285.845,285.845,1045,79,3,53,0,0,0,0,286.304,286.304,286.304,1022,44,1,289,0,0,0,0
2015-01-02 12:00:00+00:00,373,0,2662,1341,208,906,1281,3392,7105,44,61,4074,183,11920,29439,7,71.51,284.97,284.97,284.97,1039,100,2,275,0,0,0,0,279.142,279.142,279.142,1038,76,1,273,0,0,0,22,281.645,281.645,281.645,976,63,1,308,0,0,0,0,285.845,285.845,285.845,1045,79,3,53,0,0,0,0,285.595,285.595,285.595,1007,52,1,265,0,0,0,0
2015-01-02 13:00:00+00:00,383,0,2729,1354,195,1047,1281,3487,7105,44,58,3851,190,11819,29241,6.33,71.04,286.0583125,286.0583125,286.0583125,1035,50,2,264,0,0,0,0,284.7916563,284.7916563,284.7916563,1038,52,1,264,0,0,0,20,284.1416563,284.1416563,284.1416563,1038,47,1,354,0,0,0,0,286.3546875,286.3546875,286.3546875,1042,74,3,52,0,0,0,0,287.2833125,287.2833125,287.2833125,1036,37,1,275,0,0,0,0
2015-01-02 14:00:00+00:00,391,0,2599,1298,195,1491,1284,2984,7105,44,57,3619,188,11961,27973,5,71.24,286.3286875,286.3286875,286.3286875,1035,52,2,260,0,0,0,0,284.8453438,284.8453438,284.8453438,1038,55,1,291,0,0,0,20,284.9453438,284.9453438,284.9453438,1037,46,1,353,0,0,0,0,286.8643125,286.8643125,286.8643125,1038,70,4,51,0,0,0,0,287.5536875,287.5536875,287.5536875,1036,37,1,236,0,0,0,0
2015-01-02 15:00:00+00:00,395,0,2996,1184,195,1975,1283,3104,7106,44,59,3024,188,12025,27320,6.21,70.64,285.345,285.345,285.345,1037,74,2,266,0,0,0,6,280.995,280.995,280.995,1038,69,1,215,0,0,0,20,279.8075,279.8075,279.8075,1038,64,1,333,0,0,0,16,284.3735,284.3735,284.3735,1040,81,3,52,0,0,0,0,282.42,282.42,282.42,1037,54,1,253,0,0,0,0
2015-01-02 16:00:00+00:00,394,0,3696,1047,195,1760,1295,3102,7105,44,59,2053,185,12077,27157,9.98,72.85,286.0333125,286.0333125,286.0333125,1036,69,2,258,0,0,0,4,282.35,282.35,282.35,1038,69,0,276,0,0,0,20,282.5916875,282.5916875,282.5916875,1037,57,1,338,0,0,0,10,285.8833438,285.8833438,285.8833438,1036,72,4,51,0,0,0,0,284.4916563,284.4916563,284.4916563,1036,48,1,196,0,0,0,0
2015-01-02 17:00:00+00:00,410,0,4760,1178,199,595,1324,3886,7106,44,64,769,178,11276,29045,33.15,82.55,285.4676875,285.4676875,285.4676875,1036,84,2,260,0,0,0,8,279.801,279.801,279.801,1038,79,1,234,0,0,0,20,279.4343125,279.4343125,279.4343125,1037,68,1,324,0,0,0,21,284.3926563,284.3926563,284.3926563,1036,78,3,51,0,0,0,0,281.1593438,281.1593438,281.1593438,1036,59,1,194,0,0,0,0
2015-01-02 18:00:00+00:00,435,0,6030,1345,205,78,1352,5553,7104,44,68,266,199,10510,31967,50,83.33,284.902,284.902,284.902,1037,100,2,263,0,0,0,12,279.3805,279.3805,279.3805,1038,75,1,265,0,0,0,10,276.277,276.277,276.277,975,79,1,310,0,0,0,32,282.695,282.695,282.695,1043,78,3,44,0,0,0,0,277.545,277.545,277.545,1006,81,1,226,0,0,0,0
2015-01-02 19:00:00+00:00,435,0,5973,1354,214,68,1369,5604,7106,44,69,165,203,10406,33266,52.01,83.23,284.632,284.632,284.632,1038,100,2,274,0,0,0,38,276.122,276.122,276.122,1038,90,1,199,0,0,0,13,273.682,273.682,273.682,1007,74,1,323,0,0,0,20,280.9945,280.9945,280.9945,1040,86,3,52,0,0,0,0,275.707,275.707,275.707,1022,75,1,227,0,0,0,0
2015-01-02 20:00:00+00:00,437,0,6082,1348,215,68,1370,5902,7107,45,69,137,204,10445,33668,50.01,79.06,284.362,284.362,284.362,1038,100,2,285,0,0,0,64,274.992,274.992,274.992,1038,91,1,206,0,0,0,6,271.087,271.087,271.087,976,68,1,336,0,0,0,8,279.087,279.087,279.087,1044,89,3,52,0,0,0,0,273.587,273.587,273.587,1007,79,1,262,0,0,0,0
2015-01-02 21:00:00+00:00,437,0,5747,1429,217,68,1365,5347,7107,45,66,137,204,9976,32426,45.8,76.2,284.362,284.362,284.362,1038,100,2,285,0,0,0,64,275.08,275.08,275.08,1037,92,1,190,0,0,0,10,271.087,271.087,271.087,976,68,1,336,0,0,0,8,279.087,279.087,279.087,1044,89,3,52,0,0,0,0,273.587,273.587,273.587,1007,79,1,262,0,0,0,0
2015-01-02 22:00:00+00:00,443,0,4177,1432,220,68,1323,4969,7108,45,64,137,203,9527,29705,41.74,71.75,284.362,284.362,284.362,1038,100,2,285,0,0,0,64,273.544,273.544,273.544,1038,94,1,204,0,0,0,0,271.087,271.087,271.087,976,68,1,336,0,0,0,8,279.087,279.087,279.087,1044,89,3,52,0,0,0,0,272.333,272.333,272.333,1007,78,1,271,0,0,0,0
2015-01-02 23:00:00+00:00,478,0,3801,1798,246,502,1423,3719,7096,78,76,62,201,9264,25564,35.62,66.82,283.885,283.885,283.885,1036,84,2,306,0,0,0,44,273.226,273.226,273.226,1037,95,1,196,0,0,0,0,269.9225,269.9225,269.9225,1008,81,1,175,0,0,0,4,278.21,278.21,278.21,1040,90,3,54,0,0,0,0,272.333,272.333,272.333,1007,78,1,271,0,0,0,0
2015-01-03 00:00:00+00:00,463,0,3812,1351,245,1048,1392,3482,7095,78,68,62,198,9135,23584,27.1,63.35,283.408,283.408,283.408,1037,100,3,328,0,0,0,24,273.335,273.335,273.335,1037,93,1,208,0,0,0,4,268.758,268.758,268.758,976,64,1,14,0,0,0,0,277.333,277.333,277.333,1044,87,3,56,0,0,0,0,272.333,272.333,272.333,1007,78,1,271,0,0,0,0
2015-01-03 01:00:00+00:00,452,0,3745,1258,244,1880,1296,3060,7096,79,66,61,201,9362,22194,25,58.79,282.867,282.867,282.867,1037,100,3,322,0,0,0,12,272.8746563,272.8746563,272.8746563,1037,95,1,193,0,0,0,2,268.758,268.758,268.758,976,64,1,14,0,0,0,0,277.333,277.333,277.333,1044,87,3,56,0,0,0,0,271.967,271.967,271.967,1006,80,1,266,0,0,0,8
2015-01-03 02:00:00+00:00,454,0,3638,1196,244,2441,1245,2474,7098,79,68,61,208,9628,21296,20.01,57.44,282.867,282.867,282.867,1037,100,3,322,0,0,0,12,272.8413438,272.8413438,272.8413438,1036,95,1,198,0,0,0,5,267.742,267.742,267.742,976,61,1,61,0,0,0,0,276.217,276.217,276.217,1044,85,2,45,0,0,0,0,271.967,271.967,271.967,1006,80,1,266,0,0,0,8
2015-01-03 03:00:00+00:00,449,0,3515,1138,202,2767,1221,2266,7097,78,67,61,201,9607,21145,17.1,55.29,282.867,282.867,282.867,1037,100,3,322,0,0,0,12,272.775,272.775,272.775,1036,95,1,192,0,0,0,6,267.742,267.742,267.742,976,61,1,61,0,0,0,0,276.217,276.217,276.217,1044,85,2,45,0,0,0,0,271.967,271.967,271.967,1006,80,1,266,0,0,0,8
2015-01-03 04:00:00+00:00,453,0,3626,1180,189,2953,1212,2449,7098,79,66,61,188,9666,21316,17.22,56.22,282.867,282.867,282.867,1037,100,3,322,0,0,0,12,272.7526563,272.7526563,272.7526563,1035,94,1,201,0,0,0,9,267.742,267.742,267.742,976,61,1,61,0,0,0,0,276.217,276.217,276.217,1044,85,2,45,0,0,0,0,271.969,271.969,271.969,1005,80,2,265,0,0,0,12
2015-01-03 05:00:00+00:00,458,0,3556,1246,188,2744,1215,2620,7099,77,68,61,187,9743,21674,20.14,58.13,282.219,282.219,282.219,1036,100,3,305,0,0,0,0,272.6973125,272.6973125,272.6973125,1035,94,1,199,0,0,0,10,267.069,267.069,267.069,976,60,0,119,0,0,0,0,275.319,275.319,275.319,1044,84,2,44,0,0,0,0,271.969,271.969,271.969,1005,80,2,265,0,0,0,12
2015-01-03 06:00:00+00:00,452,0,3524,1175,190,2279,1295,2559,7098,77,67,63,186,9401,22127,19.87,62.06,282.219,282.219,282.219,1036,100,3,305,0,0,0,0,273.4445,273.4445,273.4445,1036,92,1,219,0,0,0,10,267.069,267.069,267.069,976,60,0,119,0,0,0,0,275.319,275.319,275.319,1044,84,2,44,0,0,0,0,271.969,271.969,271.969,1005,80,2,265,0,0,0,12
2015-01-03 07:00:00+00:00,438,0,4000,1249,190,2152,1295,3335,7097,77,66,233,186,8363,22756,20.22,67.36,282.219,282.219,282.219,1036,100,3,305,0,0,0,0,273.1216875,273.1216875,273.1216875,1035,93,1,210,0,0,0,12,267.069,267.069,267.069,976,60,0,119,0,0,0,0,275.319,275.319,275.319,1044,84,2,44,0,0,0,0,275.827,275.827,275.827,1006,78,2,261,0,0,0,0
2015-01-03 08:00:00+00:00,433,0,4157,1415,226,1081,1380,4229,7097,76,68,820,197,7924,24654,25.22,69.21,283.052,283.052,283.052,1036,100,3,319,0,0,0,0,273.6013125,273.6013125,273.6013125,1036,91,1,222,0,0,0,12,269.777,269.777,269.777,976,66,1,138,0,0,0,0,277.277,277.277,277.277,1045,87,2,54,0,0,0,0,275.827,275.827,275.827,1006,78,2,261,0,0,0,0
2015-01-03 09:00:00+00:00,419,0,3960,1597,249,341,1421,4827,7097,76,68,1665,205,7592,26454,25.13,70.35,283.052,283.052,283.052,1036,100,3,319,0,0,0,0,278.3975,278.3975,278.3975,1036,72,1,212,0,0,0,6,269.777,269.777,269.777,976,66,1,138,0,0,0,0,277.277,277.277,277.277,1045,87,2,54,0,0,0,0,275.827,275.827,275.827,1006,78,2,261,0,0,0,0
